Date,Open,High,Low,Close,Adj Close,Volume,ret_1,ret_5,ret_20,ma_5,ma_20,ma_60,bias_20,vol_20,vol_chg,rsi_14,macd,macd_sig,macd_hist,y_updown
1981-04-03,0.118304,0.118862,0.118304,0.118304,0.092728,16486400,0.0047459096326796235,0.07071266916077779,0.03416048625439139,0.088441,0.0862757,0.0949652,0.0747869910067378,0.0402385835003238,-0.47503566333808844,69.0140391550747,-0.0002181660929011786,-0.0010425804293516152,0.0008244143364504366,0
1981-04-06,0.116629,0.116629,0.116071,0.116071,0.090977,22803200,-0.01888318522991983,0.050494203500992985,0.10052378821053143,0.0893156,0.0866912,0.09462256666666666,0.0494375438337456,0.03595672360556537,0.38315217391304346,60.604066364171665,-2.964517008570422e-05,-0.000839993377498433,0.0008103482074127288,0
1981-04-07,0.115513,0.115513,0.114955,0.114955,0.090103,10684800,-0.009606823702694056,0.05102124135356778,0.1444557347897879,0.0901904,0.08725985,0.09427995,0.032582568042461714,0.033955019876148795,-0.531434184675835,50.0,4.867344659406636e-05,-0.0006622600126799332,0.0007109334592739995,1
1981-04-08,0.120536,0.121652,0.120536,0.120536,0.094477,21952000,0.048544443581234775,0.1134065571452143,0.2485562119229805,0.092115,0.08820025000000001,0.09407583333333333,0.07116476427221008,0.03331797379170224,1.0545073375262053,59.374888372923735,0.00045840257992899036,-0.0004381274941581485,0.0008965300740871389,1
1981-04-09,0.122768,0.123326,0.122768,0.122768,0.096226,12499200,0.01851244218169512,0.04264817423339484,0.22222786739489409,0.0929022,0.08907505,0.09389358333333334,0.08028005597527033,0.032675594930429215,-0.43061224489795913,60.60480099760989,0.000913712840177966,-0.00016775942729092561,0.0010814722674688916,1
1981-04-10,0.124442,0.125,0.124442,0.124442,0.097539,33465600,0.013644960821399543,0.05188292640842018,0.2528128853267573,0.0938644,0.0900592,0.09369676666666667,0.08305425764386086,0.03227757659033952,1.6774193548387095,57.37735636922384,0.0013647654618524907,0.00013874555053775768,0.001226019911314733,0
1981-04-13,0.124442,0.125,0.124442,0.124442,0.097539,16060800,0.0,0.07212812029414017,0.20540547220643113,0.0951768,0.09089024999999999,0.09351453333333334,0.07315141062985314,0.03170609360261689,-0.5200803212851406,58.33269831593386,0.0017026013852515925,0.0004515167174805247,0.0012510846677710678,0
1981-04-14,0.124442,0.125,0.124442,0.124442,0.097539,6652800,0.0,0.08252777377001874,0.14949206872981824,0.096664,0.0915245,0.09322294999999998,0.065714644712618,0.030412989516570614,-0.5857740585774058,62.50000000000001,0.0019478847852337777,0.0007507903310311753,0.0011970944542026023,0
1981-04-15,0.118862,0.118862,0.118304,0.118304,0.092728,34048000,-0.04932386019950985,-0.01851244218169501,0.029133325194499626,0.0963142,0.09165575000000001,0.09290949999999999,0.011698665932033689,0.030097624006480975,4.117845117845118,55.55757157890918,0.0017340767962143039,0.0009474476240678011,0.0007866291721465027,0
1981-04-16,0.112165,0.112165,0.111607,0.111607,0.087478,23878400,-0.05661720300232942,-0.09091098040030765,-0.019612677634823217,0.09456460000000001,0.09156825,0.09247209999999999,-0.04466886721106938,0.03275661967166918,-0.2986842105263158,51.469105089759964,0.0011279984367692508,0.000983557786608091,0.00014444065016115974,1
1981-04-20,0.114955,0.115513,0.114955,0.114955,0.090103,35347200,0.030007544754109716,-0.07623617219778756,0.0,0.0930774,0.09156825,0.09205658333333333,-0.01600172548891129,0.03339596326803074,0.4803001876172608,55.40452874486424,0.0008496977456169258,0.0009567857784098581,-0.0001070880327929323,1
1981-04-21,0.122768,0.123326,0.122768,0.122768,0.096226,28537600,0.06795556196796992,-0.013461282153805043,0.028033589025875605,0.0928148,0.09169945,0.09175040000000001,0.049362891489534606,0.03570907344110988,-0.19264892268694545,63.951726521172816,0.0011104171728267276,0.000987512057293232,0.0001229051155334955,1
1981-04-22,0.127232,0.12779,0.127232,0.127232,0.099725,18995200,0.0363623137197846,0.022411548201232367,0.07041270863521709,0.093252,0.09202745,0.0915317,0.08364406489585442,0.036477470541734364,-0.3343799058084772,68.47650523072335,0.0015811527106939366,0.001106240187973373,0.0004749125227205635,1
1981-04-23,0.13058,0.131138,0.13058,0.13058,0.10235,58016000,0.026322386563048417,0.10376585281684059,0.11961931849258867,0.0951764,0.0925742,0.09137133333333333,0.10559961630778339,0.0363870007453699,2.0542452830188678,64.19620681869496,0.00214134548012615,0.0013132612464039285,0.0008280842337222215,0
1981-04-24,0.13058,0.13058,0.129464,0.129464,0.101475,35056000,-0.008549096238397613,0.16000594435172277,0.1317124853621814,0.09797579999999999,0.0931647,0.0912547,0.08920009402702947,0.03607308961202229,-0.39575289575289574,62.19298001059409,0.002486039581759636,0.0015478169134750701,0.0009382226682845658,0
1981-04-27,0.128906,0.128906,0.128348,0.128348,0.1006,38528000,-0.008622813500862248,0.1165000055492047,0.16160916354902777,0.10007519999999999,0.09386449999999999,0.09118908333333334,0.07175769327061889,0.03498322855113554,0.09904153354632594,63.749892835709986,0.002657967557891175,0.001769847042358291,0.0008881205155328838,0
1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098851,32188800,-0.017385685884691804,0.02727952944110723,0.1414137915107847,0.10060019999999999,0.09447685,0.09118908333333332,0.04629864353013456,0.03540827697376334,-0.16453488372093028,62.19471395115422,0.0026228573675909223,0.0019404491074048174,0.0006824082601861049,0
1981-04-29,0.125,0.125,0.124442,0.124442,0.097539,13641600,-0.01327250103691413,-0.02192028077212327,0.13775968458747911,0.100163,0.09506735000000001,0.09126198333333332,0.02599893654340835,0.035496866518078506,-0.5762004175365345,54.666829238553916,0.002460798302625286,0.0020445189464489114,0.0004162793561763747,1
1981-04-30,0.126674,0.12779,0.126674,0.126674,0.099288,12611200,0.01793128902285246,-0.02991695163654129,0.17010394324368927,0.0995506,0.09578905,0.09130571666666666,0.03652766156465693,0.035333609664397116,-0.07553366174055831,54.666829238553916,0.0024453070317533576,0.0021246765635098007,0.0003206304682435569,0
1981-05-01,0.126674,0.12779,0.126674,0.126674,0.099288,16553600,0.0,-0.02155210643015515,0.07582620002167095,0.0991132,0.09613895,0.09129113333333333,0.03275519443472183,0.030036650305740688,0.3126110124333925,52.77680754453371,0.0024053032493693283,0.0021808019006817063,0.00022450134868762196,0
1981-05-04,0.126674,0.126674,0.126116,0.126116,0.098851,14448000,-0.004401337523164961,-0.017385685884691804,0.06603183504443089,0.0987634,0.09644509999999999,0.09126926666666665,0.024945798179482448,0.0300956934049413,-0.12719891745602163,52.05449420607578,0.0023116899925229306,0.0022069795190499514,0.00010471047347297919,0
1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098413,17539200,-0.004430911169335583,-0.004430911169335583,0.08173494399683445,0.09867580000000001,0.09681690000000001,0.09123281666666666,0.01648575816825357,0.029697535953722924,0.21395348837209305,51.350098863074635,0.002177062056332474,0.002200996026506456,-2.3933970173982237e-05,0
1981-05-06,0.122768,0.122768,0.12221,0.12221,0.095789,18950400,-0.02666314409681647,-0.017941541332185063,0.06310555697368558,0.09832579999999999,0.0971012,0.0912401,-0.013513736184516767,0.030357107963469184,0.08045977011494254,55.07107120373744,0.001837452567222203,0.0021282873346496057,-0.0002908347674274027,1
1981-05-07,0.123884,0.124442,0.123884,0.123884,0.097101,9363200,0.013696771027988719,-0.02202683103698322,0.027773955565904895,0.0978884,0.09723240000000001,0.09126925000000001,-0.001351401384723649,0.028583976416319705,-0.5059101654846336,68.33441298632017,0.0016550980949309874,0.002033649486705882,-0.0003785513917748946,1
1981-05-08,0.125,0.125558,0.125,0.125,0.097976,7907200,0.00901123572362783,-0.013214084280074201,0.018186352960738228,0.097626,0.09731989999999999,0.09136401666666667,0.0067416838693834125,0.028369016901679176,-0.1555023923444976,66.07193892132445,0.0015631668349315453,0.0019395529563510146,-0.00037638612141946935,0
1981-05-11,0.122768,0.122768,0.12221,0.12221,0.095789,11939200,-0.022321793092185738,-0.030975913243163955,-0.017941541332185063,0.0970136,0.0972324,0.09143691666666666,-0.014844845956697536,0.02868240696122961,0.5099150141643058,48.93710171717661,0.0012988655134512778,0.0018114154677710674,-0.0005125499543197896,0
1981-05-12,0.12221,0.123884,0.12221,0.12221,0.095789,4256000,0.0,-0.02666314409681647,-0.017941541332185063,0.0964888,0.0971449,0.09154626666666667,-0.013957500599619815,0.02868240696122961,-0.6435272045028142,38.46289131199438,0.0010769899423376667,0.0016645303626843873,-0.0005875404203467206,0
1981-05-13,0.12221,0.123326,0.121652,0.121652,0.095352,4905600,-0.004562110471974745,-0.004562110471974745,-0.02242180051056497,0.0964014,0.09703555,0.09161188333333332,-0.01734982694486703,0.028696232634838306,0.15263157894736845,26.46940147948891,0.0008560220169086252,0.001502828693529235,-0.0006468066766206098,0
1981-05-14,0.121094,0.121094,0.119978,0.119978,0.09404,4928000,-0.013759543585871392,-0.031523877200028916,0.014148908636010704,0.09578919999999999,0.09710115,0.09159001666666665,-0.0315253732834266,0.026548964600566022,0.004566210045662045,25.713725746390523,0.0005684827930891867,0.0013159595134412255,-0.0007474767203520388,1
1981-05-15,0.122768,0.124442,0.122768,0.122768,0.096226,4905600,0.023245427477669223,-0.017861517106229963,0.10000228628912411,0.0954392,0.09753855,0.09169936666666668,-0.01345673069775997,0.023218322850777982,-0.004545454545454519,36.83957154892288,0.0005111061044205251,0.0011549888316370854,-0.0006438827272165603,1
1981-05-18,0.125,0.126116,0.125,0.125,0.097976,4166400,0.018186352960738228,0.02283143158400236,0.08737777876430308,0.0958766,0.0979322,0.09191806666666667,0.00044724819824323994,0.022693497352804216,-0.15068493150684936,47.36747096696552,0.0005999294269231903,0.0010439769506943063,-0.00044404752377111604,0
1981-05-19,0.123326,0.123326,0.122768,0.122768,0.096226,25424000,-0.017861517106229963,0.004562110471974856,0.0,0.095964,0.0979322,0.09208573333333334,-0.017422257439330385,0.017590831687408874,5.102150537634409,46.15114029430733,0.0005230824069247242,0.00093979804194039,-0.0004167156350156658,1
1981-05-20,0.126674,0.12779,0.126674,0.126674,0.099288,13283200,0.031820921580445916,0.04127863075761384,-0.004382050639257895,0.0967512,0.09791035000000001,0.09235544999999999,0.014070524719807395,0.017121793303268153,-0.4775330396475771,50.0,0.0007011756829153892,0.0008920735701353899,-0.00019089788722000069,1
1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104975,32211200,0.05727781806462007,0.1162803062526585,0.025647288715193062,0.0989382,0.09804159999999999,0.09263248333333333,0.07071896011489008,0.020666437825844545,1.4249578414839799,61.819844535893935,0.00128638066344465,0.000970934988797242,0.00031544567464740806,1
1981-05-22,0.140067,0.141183,0.140067,0.140067,0.109785,31427200,0.045820433436532415,0.14090786273979994,0.08189209164818911,0.10164999999999999,0.09845709999999999,0.09296781666666666,0.11505417080129318,0.022750404796434753,-0.024339360222531248,69.22968695040453,0.0021139186890622164,0.0011995317288502369,0.0009143869602119795,0
1981-05-26,0.140067,0.140067,0.139509,0.139509,0.109348,85344000,-0.003980507355285212,0.11606924144688513,0.08695825049701789,0.1039244,0.0988945,0.09324481666666667,0.10570355277593804,0.02263624387099036,1.7156094084105487,69.23212212881216,0.00270332405170777,0.0015002901934217435,0.0012030338582860265,1
1981-05-27,0.147321,0.147879,0.147321,0.147321,0.115471,149497600,0.05599553718403638,0.19999792155966167,0.16813183478164118,0.10777339999999999,0.0997255,0.09361658333333334,0.15788840366806894,0.024763361320995374,0.7517060367454069,80.82247557003262,0.003622746212735381,0.0019247813972844711,0.0016979648154509099,0
1981-05-28,0.147321,0.147879,0.147321,0.147321,0.115471,73987200,0.0,0.16299049230521323,0.1838444109535673,0.11100999999999998,0.1006221,0.09401021666666667,0.14757096105129983,0.02433497655401963,-0.5050943961642194,80.000653253201,0.004301806353566293,0.0024001863885408357,0.001901619965025457,1
1981-05-29,0.147879,0.148438,0.147879,0.147879,0.115909,59382400,0.003793160187406386,0.10415813288878306,0.1674019015389574,0.11319680000000001,0.10145314999999999,0.09442575000000002,0.1424879365500234,0.02425947173803731,-0.197396306388132,79.71105735776538,0.004819750266142467,0.002884099164061162,0.0019356511020813048,0
1981-06-01,0.147879,0.148438,0.147879,0.147879,0.115909,51251200,0.0,0.055781755248895504,0.1674019015389574,0.11442160000000001,0.1022842,0.09484856666666666,0.13320532398943327,0.02425947173803731,-0.13692946058091282,85.93883966847676,0.005170620849885718,0.0033414035012260734,0.0018292173486596447,0
1981-06-02,0.141183,0.141183,0.140625,0.140625,0.110223,40432000,-0.04905572474958797,0.008001975344770873,0.11504183063398465,0.1145966,0.10285280000000001,0.0951912,0.07165774777157251,0.027326148902202155,-0.21110139860139865,71.42941979927552,0.004933010955668768,0.0036597249921146123,0.0012732859635541556,0
1981-06-03,0.140625,0.141741,0.140625,0.140625,0.110223,39446400,0.0,-0.04544864078426625,0.12000447095404065,0.113547,0.10344329999999999,0.09565046666666666,0.06554025248614471,0.027256619239928163,-0.02437673130193907,72.36846063596163,0.004690632708568093,0.0038659065354053087,0.0008247261731627845,1
1981-06-04,0.143415,0.143973,0.143415,0.143415,0.11241,56067200,0.01984159385972073,-0.026508820396463295,0.17351679211600501,0.1129348,0.10427435,0.09621180000000001,0.07802158440690346,0.026287004024776905,0.42135150482680306,76.92285144800097,0.0046217422561836,0.004017073679560967,0.0006046685766226334,0
1981-06-05,0.141741,0.141741,0.141183,0.141183,0.11066,57680000,-0.015568009963526364,-0.0452855257141378,0.13963810877333893,0.11188499999999998,0.1049523,0.09679498333333332,0.054383753381297945,0.026783950596313177,0.028765481422293293,71.42814726840857,0.004375497688005617,0.004088758481249897,0.0002867392067557196,0
1981-06-08,0.136719,0.136719,0.136161,0.136161,0.106724,93497600,-0.035568407735405705,-0.07924319940643088,0.0892871723687434,0.110048,0.10538969999999999,0.09726155,0.01266063002361721,0.028404448252866307,0.6209708737864077,62.19539396643062,0.0038187249045270877,0.004034751765905335,-0.00021602686137824761,1
1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108911,119593600,0.02049211049061128,-0.0119031418125074,0.13698858950401394,0.1097856,0.1060458,0.09777913333333334,0.027018514641786836,0.027871872535550277,0.2791087685673215,67.47100790568274,0.00351345021770455,0.003930491456265179,-0.00041704123856062866,1
1981-06-10,0.140625,0.142299,0.140625,0.140625,0.110223,25222400,0.012046533408012206,0.0,0.15068536053200265,0.1097856,0.10676749999999999,0.09826755000000001,0.0323647177277731,0.027847207996219425,-0.7890990822251358,65.82351749486298,0.0033388965432116363,0.0038121724736544706,-0.0004732759304428343,1
1981-06-11,0.146763,0.147321,0.146763,0.146763,0.115034,38976000,0.04364787748473553,0.023343118939596064,0.2064141287020722,0.11031039999999999,0.10775159999999999,0.09877055000000001,0.06758507530282622,0.028825873144832825,0.5452930728241563,64.93452504676785,0.003547871339056652,0.003759312246734907,-0.00021144090767825528,0
1981-06-12,0.145647,0.145647,0.145089,0.145089,0.113722,25804800,-0.011405323643444487,0.027670341586842673,0.2092939174819226,0.11092279999999999,0.10873569999999999,0.09916420000000001,0.045857064423184046,0.028729167983102644,-0.33793103448275863,56.522747605951174,0.00356650548008558,0.003720750893405042,-0.0001542454133194619,0
1981-06-15,0.145089,0.145089,0.144531,0.144531,0.113284,143763200,-0.003851497511475399,0.06146696150818931,0.17727017645958454,0.1122348,0.10958860000000001,0.09956513333333333,0.0337206607256593,0.02870741812434861,4.571180555555555,56.52087475149105,0.0035055207702924668,0.003677704868782527,-0.00017218409849006043,0
1981-06-16,0.142299,0.142299,0.141741,0.141741,0.111098,37251200,-0.019296635005826013,0.02008061628302027,0.1339307585531151,0.1126722,0.1102447,0.09991504999999999,0.007740054623941117,0.02926547706233943,-0.7408850109068246,41.66825439164729,0.0032434100059782894,0.00359084589622168,-0.0003474358902433904,0
1981-06-17,0.140067,0.140067,0.139509,0.139509,0.109348,27574400,-0.015751858719328937,-0.007938452047213329,0.13636647060046125,0.1124972,0.1109008,0.10017748333333333,-0.014001702422344954,0.02917592627949311,-0.2597714972940469,39.06333726288714,0.002861489492558586,0.003444974615489061,-0.0005834851229304752,0
1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108911,23049600,-0.00399641511504556,-0.05322774136342301,0.09692007090484234,0.11127260000000001,0.11138195,0.10043991666666667,-0.02218447423482889,0.028654709317935824,-0.16409423233143783,37.499999999999986,0.0024947940533544405,0.0032549385030621373,-0.0007601444497076968,0
1981-06-19,0.135603,0.135603,0.135045,0.135045,0.105849,27507200,-0.02811469915802811,-0.06923022810010382,0.008325791855203546,0.10969799999999999,0.11142565,0.10068048333333332,-0.05004817113474323,0.026757720980142022,0.1933916423712343,33.802408707412894,0.0019348042471021426,0.0029909116518701383,-0.0010561074047679957,0
1981-06-22,0.13058,0.13058,0.130022,0.130022,0.101912,10841600,-0.03719449404340136,-0.10038487341548663,-0.07171289338252029,0.1074236,0.11103199999999999,0.1008846,-0.08213848259961083,0.025821047735052952,-0.6058631921824105,35.81982596826481,0.0011599540655984758,0.002624720134615806,-0.0014647660690173302,1
1981-06-23,0.132254,0.133371,0.132254,0.132254,0.103662,15030400,0.017171677525708473,-0.06693189796395971,-0.05199912206899071,0.1059364,0.1107477,0.1011689,-0.06398056122158745,0.026225960911305916,0.38636363636363646,39.436483658026084,0.0006792600024192602,0.0022356281081764968,-0.0015563681057572365,0
1981-06-24,0.130022,0.130022,0.128906,0.128906,0.101037,23027200,-0.025322683336227336,-0.07600504810330322,-0.12500108252288455,0.10427420000000001,0.110026,0.10140945,-0.08169887117590385,0.022783462548926048,0.5320417287630403,31.943606515733663,8.550528052764239e-05,0.001805603542646726,-0.0017200982621190836,1
1981-06-25,0.131696,0.132254,0.131696,0.131696,0.103224,24259200,0.021645535793818116,-0.05221694778305219,-0.1060612621350816,0.1031368,0.10941364999999999,0.10170103333333333,-0.05657109510559233,0.023603177985994,0.05350194552529186,38.35577826495459,-0.00020620004608860876,0.001403242824899659,-0.0016094428709882678,0
1981-06-26,0.131138,0.131138,0.130022,0.130022,0.101912,23788800,-0.012710222428892415,-0.03719449404340136,-0.1207585260851185,0.1023494,0.1087138,0.10198533333333334,-0.06256611396161293,0.02355608516519837,-0.01939058171745156,41.790077117313864,-0.000537055215989235,0.0010151832167218803,-0.0015522384327111153,0
1981-06-29,0.126674,0.126674,0.125558,0.125558,0.098413,10595200,-0.034333542664259364,-0.034333542664259364,-0.1509460007419613,0.1016496,0.10783899999999999,0.10208738333333334,-0.08740808056454522,0.024322910916756382,-0.5546139359698682,32.85648964661311,-0.001069274449204946,0.0005982916835365151,-0.0016675661327414612,0
1981-06-30,0.116629,0.116629,0.116071,0.116071,0.090977,35907200,-0.07555912328655767,-0.12236885261715957,-0.17460965497219272,0.0991126,0.10687669999999998,0.1020582,-0.1487667564586105,0.027233018687110637,2.3890063424947146,23.80926460181807,-0.0020672550513060883,6.518233656799442e-05,-0.0021324373878740827,0
1981-07-01,0.115513,0.115513,0.114955,0.114955,0.090103,170464000,-0.009606823702694056,-0.10821778160475859,-0.18253903450278075,0.09692579999999999,0.10587069999999998,0.10204363333333334,-0.1489335576320926,0.027146954291552165,3.747348721147848,12.0012193263222,-0.0028953110210285654,-0.0005269163349513175,-0.0023683946860772478,0
1981-07-02,0.114955,0.115513,0.114955,0.114955,0.090103,30284800,0.0,-0.12711191195845917,-0.19844319900364726,0.09430160000000001,0.10475535,0.10204363333333334,-0.13987209245160268,0.02636286007355195,-0.8223390275952693,12.50119074079953,-0.0035110778232780443,-0.001123748632616663,-0.0023873291906613813,0
1981-07-06,0.112165,0.112165,0.111049,0.111049,0.087041,16531200,-0.03398333018878408,-0.1459200094198918,-0.21343755647930596,0.0913274,0.1035744,0.1019197,-0.1596282479068187,0.02686006666413927,-0.45414201183431957,11.539701615030623,-0.004197766026484584,-0.0017385521113902473,-0.0024592139150943367,1
1981-07-07,0.112165,0.113281,0.112165,0.112165,0.087916,15836800,0.010052733769143396,-0.10666273764644918,-0.17623027622652832,0.089228,0.102634,0.1017812,-0.1434027710115557,0.02665242568255501,-0.04200542005420049,14.668048527708322,-0.004618131245219231,-0.0023144679381560443,-0.002303663307063187,1
1981-07-08,0.116629,0.117188,0.116629,0.116629,0.091415,16620800,0.039799353928750225,0.004814403640480469,-0.1606449302641606,0.0893156,0.10175920000000001,0.10167913333333334,-0.10165370796940239,0.02809884603893012,0.04950495049504955,24.051512082187813,-0.004615726430892017,-0.002774719636703239,-0.0018410067941887782,0
1981-07-09,0.108259,0.108259,0.107701,0.107701,0.084417,32883200,-0.07655198818574627,-0.06310555697368558,-0.2341253640347295,0.0881784,0.1004689,0.10146043333333332,-0.15976983922387916,0.03149474967584481,0.9784366576819408,20.213542173363166,-0.0051194864603405915,-0.0032436730014307096,-0.001875813458909882,0
1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077856,55171200,-0.07772131205799793,-0.13592222234553797,-0.32319140428047366,0.085729,0.09861,0.10113238333333334,-0.21046547003346525,0.031744129743781914,0.6777929155313351,18.628264036758935,-0.005979213133437453,-0.0037907810278320583,-0.0021884321056053944,1
1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079606,45740800,0.022477394163584075,-0.08541951494123456,-0.2999947239760117,0.084242,0.0969042,0.10091368333333334,-0.17850825867196676,0.03303930787070705,-0.17092976045472996,23.71311398133308,-0.00644504784160807,-0.004321634390587261,-0.0021234134510208095,1
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.083105,19779200,0.043953973318594075,-0.05472268984030204,-0.26640125701776063,0.08327979999999999,0.09539525000000001,0.10084080000000001,-0.12883503109431566,0.03567556416034743,-0.5675808031341822,26.733368042193888,-0.006457447708788935,-0.004748797054227596,-0.001708650654561339,1
1981-07-15,0.108817,0.109375,0.108817,0.108817,0.085292,10953600,0.0263161061307986,-0.06698025488158388,-0.23228140920628626,0.08205520000000001,0.09410494999999999,0.10076061666666666,-0.0936502277510374,0.03680967580829463,-0.44620611551528877,32.00118887034455,-0.006219112018303427,-0.005042860047042763,-0.0011762519712606645,1
